Order_ID,Revenue,Profit,Cost,Quantity,Units_Price,Profit_Margin,Category,Sub_Category,Payment_Mode,Order_Date,Customer_Name,State,City,Year_Month,,,
B-26365,1895.00,391.00,1504.00,14,135.36,0.21,Furniture,Tables,UPI,7/5/24,Mr. Curtis Bailey,Florida,Tampa,2024-07,,,
B-26365,5323.00,322.00,5001.00,13,409.46,0.06,Office Supplies,Binders,COD,7/5/24,Mr. Curtis Bailey,Florida,Tampa,2024-07,,,
B-26212,8850.00,279.00,8571.00,13,680.77,0.03,Office Supplies,Markers,Debit Card,6/25/24,Janet Carlson,Florida,Miami,2024-06,,,
B-26212,8667.00,1266.00,7401.00,6,1444.50,0.15,Office Supplies,Paper,Debit Card,6/25/24,Janet Carlson,Florida,Miami,2024-06,,,
B-25042,6903.00,105.00,6798.00,1,6903.00,0.02,Furniture,Tables,COD,5/31/24,Spencer Spears,Illinois,Chicago,2024-05,,,
B-25042,8793.00,3010.00,5783.00,7,1256.14,0.34,Office Supplies,Pens,COD,5/31/24,Spencer Spears,Illinois,Chicago,2024-05,,,
B-25901,9883.00,4812.00,5071.00,16,617.69,0.49,Office Supplies,Paper,UPI,10/20/20,Jeffrey Middleton,New York,Buffalo,2020-10,,,
B-25901,9883.00,4812.00,5071.00,16,617.69,0.49,Office Supplies,Paper,UPI,8/11/22,Veronica Kelley,Florida,Orlando,2022-08,,,
B-25901,9883.00,4812.00,5071.00,16,617.69,0.49,Office Supplies,Paper,UPI,10/17/21,Leslie Bean,Illinois,Springfield,2021-10,,,
B-25901,5210.00,1185.00,4025.00,7,744.29,0.23,Office Supplies,Paper,UPI,10/20/20,Jeffrey Middleton,New York,Buffalo,2020-10,,,
B-25901,5210.00,1185.00,4025.00,7,744.29,0.23,Office Supplies,Paper,UPI,8/11/22,Veronica Kelley,Florida,Orlando,2022-08,,,
B-25901,5210.00,1185.00,4025.00,7,744.29,0.23,Office Supplies,Paper,UPI,10/17/21,Leslie Bean,Illinois,Springfield,2021-10,,,
B-26747,3574.00,851.00,2723.00,4,893.50,0.24,Electronics,Printers,Credit Card,2/23/22,Amy Wilson,California,Los Angeles,2022-02,,,
B-26747,576.00,76.00,500.00,13,44.31,0.13,Furniture,Sofas,UPI,2/23/22,Amy Wilson,California,Los Angeles,2022-02,,,
B-26698,1860.00,457.00,1403.00,13,143.08,0.25,Electronics,Printers,EMI,9/20/23,Susan Ramirez,Ohio,Cleveland,2023-09,,,
B-25841,782.00,374.00,408.00,8,97.75,0.48,Office Supplies,Pens,EMI,1/19/21,Jacob Meyer,Illinois,Peoria,2021-01,,,
B-25841,4371.00,1852.00,2519.00,1,4371.00,0.42,Electronics,Laptops,UPI,1/19/21,Jacob Meyer,Illinois,Peoria,2021-01,,,
B-26032,8346.00,1176.00,7170.00,1,8346.00,0.14,Electronics,Phones,COD,8/21/20,Scott Lewis,Texas,Houston,2020-08,,,
B-26032,8346.00,1176.00,7170.00,1,8346.00,0.14,Electronics,Phones,COD,4/17/23,Eric Griffith,Illinois,Chicago,2023-04,,,
B-26032,8346.00,1176.00,7170.00,1,8346.00,0.14,Electronics,Phones,COD,12/24/23,Anna Ferguson,California,San Francisco,2023-12,,,
B-26032,6218.00,1125.00,5093.00,5,1243.60,0.18,Furniture,Tables,Debit Card,8/21/20,Scott Lewis,Texas,Houston,2020-08,,,
B-26032,6218.00,1125.00,5093.00,5,1243.60,0.18,Furniture,Tables,Debit Card,4/17/23,Eric Griffith,Illinois,Chicago,2023-04,,,
B-26032,6218.00,1125.00,5093.00,5,1243.60,0.18,Furniture,Tables,Debit Card,12/24/23,Anna Ferguson,California,San Francisco,2023-12,,,
B-26032,5167.00,253.00,4914.00,14,369.07,0.05,Electronics,Printers,Credit Card,8/21/20,Scott Lewis,Texas,Houston,2020-08,,,
B-26032,5167.00,253.00,4914.00,14,369.07,0.05,Electronics,Printers,Credit Card,4/17/23,Eric Griffith,Illinois,Chicago,2023-04,,,
B-26032,5167.00,253.00,4914.00,14,369.07,0.05,Electronics,Printers,Credit Card,12/24/23,Anna Ferguson,California,San Francisco,2023-12,,,
B-26032,2799.00,1239.00,1560.00,5,559.80,0.44,Furniture,Sofas,Debit Card,8/21/20,Scott Lewis,Texas,Houston,2020-08,,,
B-26032,2799.00,1239.00,1560.00,5,559.80,0.44,Furniture,Sofas,Debit Card,4/17/23,Eric Griffith,Illinois,Chicago,2023-04,,,
B-26032,2799.00,1239.00,1560.00,5,559.80,0.44,Furniture,Sofas,Debit Card,12/24/23,Anna Ferguson,California,San Francisco,2023-12,,,
B-25171,3234.00,1029.00,2205.00,20,161.70,0.32,Office Supplies,Markers,Credit Card,3/20/22,David Figueroa,Florida,Miami,2022-03,,,
B-26939,4920.00,775.00,4145.00,12,410.00,0.16,Furniture,Tables,Debit Card,8/12/21,Theresa Medina,Illinois,Springfield,2021-08,,,
B-26939,9078.00,2213.00,6865.00,15,605.20,0.24,Furniture,Bookcases,EMI,8/12/21,Theresa Medina,Illinois,Springfield,2021-08,,,
B-26347,8586.00,3826.00,4760.00,7,1226.57,0.45,Furniture,Bookcases,UPI,12/21/20,Mary Smith,Florida,Miami,2020-12,,,
B-26347,8586.00,3826.00,4760.00,7,1226.57,0.45,Furniture,Bookcases,UPI,7/7/23,Lance Cain,Florida,Tampa,2023-07,,,
B-25388,5047.00,2211.00,2836.00,13,388.23,0.44,Furniture,Sofas,EMI,8/13/23,Alexandra Moran,California,San Francisco,2023-08,,,
B-25388,5047.00,2211.00,2836.00,13,388.23,0.44,Furniture,Sofas,EMI,2/4/21,Sara Castro,Illinois,Chicago,2021-02,,,
B-25388,5047.00,2211.00,2836.00,13,388.23,0.44,Furniture,Sofas,EMI,9/16/22,Shawn Leach,Illinois,Peoria,2022-09,,,
B-25388,5047.00,2211.00,2836.00,13,388.23,0.44,Furniture,Sofas,EMI,5/6/22,Mark Boyle,New York,Buffalo,2022-05,,,
B-26419,3657.00,163.00,3494.00,1,3657.00,0.04,Furniture,Sofas,UPI,5/28/21,John Stevens,California,San Francisco,2021-05,,,
B-25157,6471.00,2842.00,3629.00,18,359.50,0.44,Electronics,Electronic Games,UPI,7/18/24,Lisa Graham,Illinois,Peoria,2024-07,,,
B-25342,949.00,301.00,648.00,9,105.44,0.32,Office Supplies,Binders,UPI,12/6/24,Nancy Jones,Ohio,Cleveland,2024-12,,,
B-25342,6823.00,771.00,6052.00,6,1137.17,0.11,Office Supplies,Binders,EMI,12/6/24,Nancy Jones,Ohio,Cleveland,2024-12,,,
B-25342,4364.00,831.00,3533.00,2,2182.00,0.19,Furniture,Tables,EMI,12/6/24,Nancy Jones,Ohio,Cleveland,2024-12,,,
B-26165,6671.00,2797.00,3874.00,10,667.10,0.42,Electronics,Phones,UPI,12/12/22,Darryl Robbins,Illinois,Peoria,2022-12,,,
B-26571,7472.00,1037.00,6435.00,3,2490.67,0.14,Office Supplies,Paper,COD,10/20/22,Kimberly Smith,Illinois,Springfield,2022-10,,,
B-26571,9548.00,1806.00,7742.00,9,1060.89,0.19,Electronics,Printers,COD,10/20/22,Kimberly Smith,Illinois,Springfield,2022-10,,,
B-25400,7759.00,3741.00,4018.00,17,456.41,0.48,Electronics,Printers,UPI,3/24/21,Maria Thomas,Florida,Miami,2021-03,,,
B-25400,7759.00,3741.00,4018.00,17,456.41,0.48,Electronics,Printers,UPI,1/6/25,Nicholas Johnson,Texas,Dallas,2025-01,,,
B-25400,7521.00,3457.00,4064.00,16,470.06,0.46,Office Supplies,Markers,Debit Card,3/24/21,Maria Thomas,Florida,Miami,2021-03,,,
B-25400,7521.00,3457.00,4064.00,16,470.06,0.46,Office Supplies,Markers,Debit Card,1/6/25,Nicholas Johnson,Texas,Dallas,2025-01,,,
B-25885,9704.00,4339.00,5365.00,12,808.67,0.45,Office Supplies,Pens,COD,3/6/21,Dawn Howard,Texas,Houston,2021-03,,,
B-25885,4948.00,2356.00,2592.00,18,274.89,0.48,Electronics,Printers,Debit Card,3/6/21,Dawn Howard,Texas,Houston,2021-03,,,
B-25885,6435.00,334.00,6101.00,10,643.50,0.05,Electronics,Electronic Games,Debit Card,3/6/21,Dawn Howard,Texas,Houston,2021-03,,,
B-25004,9965.00,3033.00,6932.00,16,622.81,0.30,Office Supplies,Markers,COD,6/17/20,Jennifer Marshall,California,San Francisco,2020-06,,,
B-25004,9965.00,3033.00,6932.00,16,622.81,0.30,Office Supplies,Markers,COD,9/1/23,Frank Garcia,New York,Buffalo,2023-09,,,
B-26213,1523.00,234.00,1289.00,3,507.67,0.15,Furniture,Sofas,UPI,6/8/23,Terri Madden,New York,Rochester,2023-06,,,
B-26213,9073.00,424.00,8649.00,7,1296.14,0.05,Electronics,Electronic Games,Debit Card,6/8/23,Terri Madden,New York,Rochester,2023-06,,,
B-25025,6447.00,3079.00,3368.00,20,322.35,0.48,Electronics,Laptops,COD,3/25/21,James Gutierrez,New York,Rochester,2021-03,,,
B-25025,8947.00,2807.00,6140.00,6,1491.17,0.31,Electronics,Electronic Games,Credit Card,3/25/21,James Gutierrez,New York,Rochester,2021-03,,,
B-26804,914.00,400.00,514.00,8,114.25,0.44,Office Supplies,Pens,Debit Card,1/3/21,Morgan Sellers,California,Los Angeles,2021-01,,,
B-26804,1548.00,666.00,882.00,3,516.00,0.43,Office Supplies,Paper,Credit Card,1/3/21,Morgan Sellers,California,Los Angeles,2021-01,,,
B-26797,2759.00,1149.00,1610.00,6,459.83,0.42,Furniture,Tables,Credit Card,12/27/24,Caitlin Thomas,New York,New York City,2024-12,,,
B-26556,1341.00,615.00,726.00,4,335.25,0.46,Electronics,Laptops,UPI,8/12/22,Kimberly Greene,Florida,Orlando,2022-08,,,
B-25861,9851.00,2669.00,7182.00,19,518.47,0.27,Electronics,Electronic Games,Debit Card,3/28/22,Tammy Anthony,Ohio,Cleveland,2022-03,,,
B-25861,9851.00,2669.00,7182.00,19,518.47,0.27,Electronics,Electronic Games,Debit Card,7/15/23,Jennifer Chase,New York,Buffalo,2023-07,,,
B-25861,9851.00,2669.00,7182.00,19,518.47,0.27,Electronics,Electronic Games,Debit Card,9/22/22,Cassandra Farley,Florida,Orlando,2022-09,,,
B-25861,9989.00,3930.00,6059.00,14,713.50,0.39,Furniture,Tables,Debit Card,3/28/22,Tammy Anthony,Ohio,Cleveland,2022-03,,,
B-25861,9989.00,3930.00,6059.00,14,713.50,0.39,Furniture,Tables,Debit Card,7/15/23,Jennifer Chase,New York,Buffalo,2023-07,,,
B-25861,9989.00,3930.00,6059.00,14,713.50,0.39,Furniture,Tables,Debit Card,9/22/22,Cassandra Farley,Florida,Orlando,2022-09,,,
B-25112,7421.00,958.00,6463.00,10,742.10,0.13,Furniture,Tables,COD,12/20/22,Justin Vasquez,Texas,Houston,2022-12,,,
B-25112,7421.00,958.00,6463.00,10,742.10,0.13,Furniture,Tables,COD,1/16/22,Melissa Morales,Texas,Houston,2022-01,,,
B-25112,7421.00,958.00,6463.00,10,742.10,0.13,Furniture,Tables,COD,1/29/23,Tyler Thompson,Texas,Dallas,2023-01,,,
B-25223,3099.00,479.00,2620.00,1,3099.00,0.15,Office Supplies,Paper,COD,1/15/22,Heidi Davis,New York,Buffalo,2022-01,,,
B-25223,2521.00,906.00,1615.00,7,360.14,0.36,Electronics,Phones,COD,1/15/22,Heidi Davis,New York,Buffalo,2022-01,,,
B-25714,6962.00,3429.00,3533.00,12,580.17,0.49,Electronics,Electronic Games,UPI,3/24/24,Charles Lane,Texas,Dallas,2024-03,,,
B-25714,6962.00,3429.00,3533.00,12,580.17,0.49,Electronics,Electronic Games,UPI,2/19/25,Joyce Good MD,Florida,Miami,2025-02,,,
B-26607,1085.00,301.00,784.00,20,54.25,0.28,Furniture,Bookcases,UPI,7/13/24,Maria Miller,New York,Buffalo,2024-07,,,
B-25038,738.00,342.00,396.00,2,369.00,0.46,Furniture,Chairs,Debit Card,4/28/23,Terry Mcdaniel,Ohio,Cincinnati,2023-04,,,
B-25038,738.00,342.00,396.00,2,369.00,0.46,Furniture,Chairs,Debit Card,12/5/20,Lisa Jacobs,New York,Buffalo,2020-12,,,
B-25038,738.00,342.00,396.00,2,369.00,0.46,Furniture,Chairs,Debit Card,5/14/24,Jeff Duncan,Ohio,Cincinnati,2024-05,,,
B-25038,738.00,342.00,396.00,2,369.00,0.46,Furniture,Chairs,Debit Card,1/18/22,Pamela Jones,New York,New York City,2022-01,,,
B-26672,1366.00,242.00,1124.00,17,80.35,0.18,Electronics,Electronic Games,EMI,9/18/23,Renee Robinson,Ohio,Columbus,2023-09,,,
B-26672,1518.00,155.00,1363.00,13,116.77,0.10,Office Supplies,Markers,Credit Card,9/18/23,Renee Robinson,Ohio,Columbus,2023-09,,,
B-25747,2962.00,1470.00,1492.00,1,2962.00,0.50,Electronics,Phones,COD,5/12/21,Jessica Kidd,New York,Buffalo,2021-05,,,
B-25747,2962.00,1470.00,1492.00,1,2962.00,0.50,Electronics,Phones,COD,9/17/23,Nicholas Martin,Florida,Tampa,2023-09,,,
B-25747,7131.00,718.00,6413.00,12,594.25,0.10,Electronics,Printers,UPI,5/12/21,Jessica Kidd,New York,Buffalo,2021-05,,,
B-25747,7131.00,718.00,6413.00,12,594.25,0.10,Electronics,Printers,UPI,9/17/23,Nicholas Martin,Florida,Tampa,2023-09,,,
B-25747,4200.00,855.00,3345.00,10,420.00,0.20,Office Supplies,Markers,EMI,5/12/21,Jessica Kidd,New York,Buffalo,2021-05,,,
B-25747,4200.00,855.00,3345.00,10,420.00,0.20,Office Supplies,Markers,EMI,9/17/23,Nicholas Martin,Florida,Tampa,2023-09,,,
B-26322,5934.00,1563.00,4371.00,2,2967.00,0.26,Office Supplies,Markers,EMI,9/6/24,David Brown,Illinois,Peoria,2024-09,,,
B-26613,2701.00,322.00,2379.00,11,245.55,0.12,Electronics,Printers,UPI,6/18/22,Amber Moore,New York,New York City,2022-06,,,
B-26613,7273.00,2702.00,4571.00,18,404.06,0.37,Office Supplies,Paper,COD,6/18/22,Amber Moore,New York,New York City,2022-06,,,
B-25413,2465.00,699.00,1766.00,18,136.94,0.28,Office Supplies,Markers,Debit Card,5/22/20,James Williams,California,San Francisco,2020-05,,,
B-26466,3479.00,1087.00,2392.00,2,1739.50,0.31,Office Supplies,Markers,EMI,10/17/24,Karina Barr,Texas,Dallas,2024-10,,,
B-26466,5457.00,1765.00,3692.00,7,779.57,0.32,Electronics,Printers,EMI,10/17/24,Karina Barr,Texas,Dallas,2024-10,,,
B-26610,4957.00,1152.00,3805.00,8,619.63,0.23,Office Supplies,Markers,Credit Card,3/22/22,Meghan Rush,Ohio,Cleveland,2022-03,,,
B-26209,4404.00,858.00,3546.00,17,259.06,0.19,Office Supplies,Pens,Debit Card,3/17/24,Bianca Brown,Ohio,Columbus,2024-03,,,
B-26209,8776.00,2529.00,6247.00,15,585.07,0.29,Furniture,Sofas,Credit Card,3/17/24,Bianca Brown,Ohio,Columbus,2024-03,,,
B-26622,9536.00,1437.00,8099.00,9,1059.56,0.15,Electronics,Phones,UPI,4/2/20,Timothy Jensen,Florida,Orlando,2020-04,,,
B-26622,2225.00,589.00,1636.00,7,317.86,0.26,Furniture,Sofas,Credit Card,4/2/20,Timothy Jensen,Florida,Orlando,2020-04,,,
B-26601,9574.00,4045.00,5529.00,19,503.89,0.42,Furniture,Bookcases,UPI,3/13/24,Melinda Montoya,California,San Francisco,2024-03,,,
B-26601,4382.00,482.00,3900.00,17,257.76,0.11,Electronics,Electronic Games,COD,3/13/24,Melinda Montoya,California,San Francisco,2024-03,,,
B-25894,8200.00,257.00,7943.00,19,431.58,0.03,Electronics,Laptops,COD,3/21/23,Tammy Bell,Ohio,Cincinnati,2023-03,,,
B-25894,9316.00,3003.00,6313.00,13,716.62,0.32,Furniture,Sofas,Credit Card,3/21/23,Tammy Bell,Ohio,Cincinnati,2023-03,,,
B-25894,6379.00,3128.00,3251.00,15,425.27,0.49,Electronics,Electronic Games,COD,3/21/23,Tammy Bell,Ohio,Cincinnati,2023-03,,,
B-26969,3348.00,568.00,2780.00,5,669.60,0.17,Office Supplies,Markers,Credit Card,3/2/24,Connie Richards,Ohio,Cleveland,2024-03,,,
B-26969,3348.00,568.00,2780.00,5,669.60,0.17,Office Supplies,Markers,Credit Card,4/30/21,Peter Ward,New York,Rochester,2021-04,,,
B-26969,8856.00,2020.00,6836.00,9,984.00,0.23,Office Supplies,Pens,Debit Card,3/2/24,Connie Richards,Ohio,Cleveland,2024-03,,,
B-26969,8856.00,2020.00,6836.00,9,984.00,0.23,Office Supplies,Pens,Debit Card,4/30/21,Peter Ward,New York,Rochester,2021-04,,,
B-26312,1760.00,619.00,1141.00,16,110.00,0.35,Furniture,Sofas,Debit Card,9/15/21,Jonathan Alvarez,Ohio,Columbus,2021-09,,,
B-26312,1760.00,619.00,1141.00,16,110.00,0.35,Furniture,Sofas,Debit Card,1/28/23,Becky Hodges,Texas,Houston,2023-01,,,
B-26312,6351.00,986.00,5365.00,15,423.40,0.16,Electronics,Printers,UPI,9/15/21,Jonathan Alvarez,Ohio,Columbus,2021-09,,,
B-26312,6351.00,986.00,5365.00,15,423.40,0.16,Electronics,Printers,UPI,1/28/23,Becky Hodges,Texas,Houston,2023-01,,,
B-26837,869.00,373.00,496.00,14,62.07,0.43,Office Supplies,Paper,Credit Card,7/8/21,Larry Hill,New York,New York City,2021-07,,,
B-26837,869.00,373.00,496.00,14,62.07,0.43,Office Supplies,Paper,Credit Card,4/8/20,Amber Moon,Ohio,Cleveland,2020-04,,,
B-26837,1486.00,114.00,1372.00,7,212.29,0.08,Furniture,Bookcases,UPI,7/8/21,Larry Hill,New York,New York City,2021-07,,,
B-26837,1486.00,114.00,1372.00,7,212.29,0.08,Furniture,Bookcases,UPI,4/8/20,Amber Moon,Ohio,Cleveland,2020-04,,,
B-26166,2999.00,145.00,2854.00,13,230.69,0.05,Office Supplies,Binders,COD,8/23/22,Cynthia Wilcox,Illinois,Chicago,2022-08,,,
B-26166,5142.00,1916.00,3226.00,20,257.10,0.37,Office Supplies,Paper,EMI,8/23/22,Cynthia Wilcox,Illinois,Chicago,2022-08,,,
B-25695,1239.00,575.00,664.00,17,72.88,0.46,Electronics,Laptops,UPI,12/17/22,Rebecca Wright,New York,Rochester,2022-12,,,
B-25695,1239.00,575.00,664.00,17,72.88,0.46,Electronics,Laptops,UPI,6/8/22,Sarah Flores,Illinois,Springfield,2022-06,,,
B-25695,1262.00,515.00,747.00,16,78.88,0.41,Electronics,Electronic Games,EMI,12/17/22,Rebecca Wright,New York,Rochester,2022-12,,,
B-25695,1262.00,515.00,747.00,16,78.88,0.41,Electronics,Electronic Games,EMI,6/8/22,Sarah Flores,Illinois,Springfield,2022-06,,,
B-26068,1033.00,254.00,779.00,5,206.60,0.25,Furniture,Bookcases,COD,8/28/20,Carol Norman,New York,Rochester,2020-08,,,
B-26023,1518.00,159.00,1359.00,19,79.89,0.10,Electronics,Printers,UPI,9/26/20,Stephanie Gardner,California,San Diego,2020-09,,,
B-26677,8581.00,2444.00,6137.00,2,4290.50,0.28,Office Supplies,Paper,Debit Card,12/13/20,Philip Baker,Illinois,Peoria,2020-12,,,
B-26677,8581.00,2444.00,6137.00,2,4290.50,0.28,Office Supplies,Paper,Debit Card,11/19/20,Randall Dennis,Florida,Orlando,2020-11,,,
B-25701,1167.00,463.00,704.00,5,233.40,0.40,Office Supplies,Pens,UPI,9/13/23,Suzanne Cross,Texas,Austin,2023-09,,,
B-25701,2841.00,803.00,2038.00,20,142.05,0.28,Electronics,Laptops,Credit Card,9/13/23,Suzanne Cross,Texas,Austin,2023-09,,,
B-25701,5680.00,2159.00,3521.00,19,298.95,0.38,Furniture,Tables,UPI,9/13/23,Suzanne Cross,Texas,Austin,2023-09,,,
B-26523,8204.00,2382.00,5822.00,6,1367.33,0.29,Office Supplies,Pens,UPI,3/31/20,Jasmine Delgado,Illinois,Chicago,2020-03,,,
B-26523,8204.00,2382.00,5822.00,6,1367.33,0.29,Office Supplies,Pens,UPI,10/20/20,Kristen Harper,New York,Buffalo,2020-10,,,
B-26523,2850.00,904.00,1946.00,6,475.00,0.32,Electronics,Phones,EMI,3/31/20,Jasmine Delgado,Illinois,Chicago,2020-03,,,
B-26523,2850.00,904.00,1946.00,6,475.00,0.32,Electronics,Phones,EMI,10/20/20,Kristen Harper,New York,Buffalo,2020-10,,,
B-25880,907.00,391.00,516.00,9,100.78,0.43,Office Supplies,Pens,Credit Card,8/4/23,Kaitlyn Graham MD,New York,New York City,2023-08,,,
B-26898,2174.00,265.00,1909.00,19,114.42,0.12,Office Supplies,Pens,Credit Card,4/11/22,Dean Avila,Ohio,Cincinnati,2022-04,,,
B-26898,8541.00,2029.00,6512.00,12,711.75,0.24,Electronics,Electronic Games,Credit Card,4/11/22,Dean Avila,Ohio,Cincinnati,2022-04,,,
B-26898,1931.00,551.00,1380.00,3,643.67,0.29,Furniture,Bookcases,EMI,4/11/22,Dean Avila,Ohio,Cincinnati,2022-04,,,
B-26035,1281.00,340.00,941.00,3,427.00,0.27,Electronics,Electronic Games,Debit Card,12/31/21,Megan Mack,Texas,Austin,2021-12,,,
B-26035,2404.00,253.00,2151.00,15,160.27,0.11,Electronics,Laptops,COD,12/31/21,Megan Mack,Texas,Austin,2021-12,,,
B-25573,2119.00,196.00,1923.00,1,2119.00,0.09,Furniture,Sofas,COD,8/16/20,Heather Johnson,California,Los Angeles,2020-08,,,
B-25463,3137.00,571.00,2566.00,9,348.56,0.18,Office Supplies,Pens,Debit Card,2/2/25,Tina Davies,Illinois,Chicago,2025-02,,,
B-26277,2323.00,727.00,1596.00,7,331.86,0.31,Furniture,Tables,COD,2/24/22,Matthew Harris,Texas,Dallas,2022-02,,,
B-26277,1368.00,406.00,962.00,9,152.00,0.30,Furniture,Bookcases,UPI,2/24/22,Matthew Harris,Texas,Dallas,2022-02,,,
B-26508,9204.00,3289.00,5915.00,16,575.25,0.36,Electronics,Laptops,Credit Card,2/25/24,Christopher Kirk,Florida,Miami,2024-02,,,
B-26508,9204.00,3289.00,5915.00,16,575.25,0.36,Electronics,Laptops,Credit Card,6/15/21,Eric Stevens,Florida,Miami,2021-06,,,
B-26508,9894.00,3698.00,6196.00,20,494.70,0.37,Office Supplies,Paper,EMI,2/25/24,Christopher Kirk,Florida,Miami,2024-02,,,
B-26508,9894.00,3698.00,6196.00,20,494.70,0.37,Office Supplies,Paper,EMI,6/15/21,Eric Stevens,Florida,Miami,2021-06,,,
B-26723,5322.00,1423.00,3899.00,18,295.67,0.27,Furniture,Sofas,COD,12/8/22,James Dickerson,Texas,Houston,2022-12,,,
B-26723,5322.00,1423.00,3899.00,18,295.67,0.27,Furniture,Sofas,COD,12/9/23,James Jones,Texas,Dallas,2023-12,,,
B-25526,2666.00,559.00,2107.00,14,190.43,0.21,Furniture,Chairs,COD,7/16/22,Hannah Hendricks,Ohio,Cleveland,2022-07,,,
B-25645,8383.00,937.00,7446.00,4,2095.75,0.11,Furniture,Sofas,UPI,5/5/24,Brett Mullins,Florida,Orlando,2024-05,,,
B-25757,7560.00,821.00,6739.00,4,1890.00,0.11,Office Supplies,Paper,EMI,10/4/21,Ms. Kim Jordan,Illinois,Chicago,2021-10,,,
B-26716,1314.00,490.00,824.00,16,82.13,0.37,Furniture,Sofas,UPI,11/20/21,Marcus Santiago,New York,Buffalo,2021-11,,,
B-26716,4390.00,179.00,4211.00,1,4390.00,0.04,Furniture,Tables,Debit Card,11/20/21,Marcus Santiago,New York,Buffalo,2021-11,,,
B-26716,1150.00,58.00,1092.00,7,164.29,0.05,Office Supplies,Binders,Debit Card,11/20/21,Marcus Santiago,New York,Buffalo,2021-11,,,
B-25424,1574.00,258.00,1316.00,17,92.59,0.16,Office Supplies,Pens,EMI,9/15/20,Jill Perez,California,San Diego,2020-09,,,
B-25424,5635.00,318.00,5317.00,17,331.47,0.06,Office Supplies,Binders,UPI,9/15/20,Jill Perez,California,San Diego,2020-09,,,
B-25424,6515.00,961.00,5554.00,11,592.27,0.15,Furniture,Sofas,Debit Card,9/15/20,Jill Perez,California,San Diego,2020-09,,,
B-26453,1231.00,214.00,1017.00,20,61.55,0.17,Electronics,Laptops,Debit Card,1/17/23,Courtney Williams,Ohio,Columbus,2023-01,,,
B-26453,1231.00,214.00,1017.00,20,61.55,0.17,Electronics,Laptops,Debit Card,6/16/20,Jordan Hahn,New York,Rochester,2020-06,,,
B-26425,6891.00,2529.00,4362.00,3,2297.00,0.37,Office Supplies,Binders,Debit Card,5/1/24,William Cook,Ohio,Cleveland,2024-05,,,
B-25843,7524.00,2308.00,5216.00,15,501.60,0.31,Electronics,Laptops,EMI,12/7/23,Stephanie Hayes,Texas,Austin,2023-12,,,
B-25843,6864.00,1824.00,5040.00,14,490.29,0.27,Electronics,Printers,Credit Card,12/7/23,Stephanie Hayes,Texas,Austin,2023-12,,,
B-25486,4215.00,432.00,3783.00,14,301.07,0.10,Furniture,Chairs,Debit Card,2/2/24,Melissa Wise,Ohio,Columbus,2024-02,,,
B-26975,622.00,218.00,404.00,19,32.74,0.35,Furniture,Bookcases,Credit Card,6/23/24,Elizabeth Gonzalez,California,San Diego,2024-06,,,
B-26975,1755.00,495.00,1260.00,18,97.50,0.28,Office Supplies,Pens,UPI,6/23/24,Elizabeth Gonzalez,California,San Diego,2024-06,,,
B-26975,8020.00,3898.00,4122.00,20,401.00,0.49,Electronics,Electronic Games,EMI,6/23/24,Elizabeth Gonzalez,California,San Diego,2024-06,,,
B-26890,7333.00,1576.00,5757.00,4,1833.25,0.21,Electronics,Laptops,Credit Card,6/7/24,Mr. Eric Lopez,New York,Buffalo,2024-06,,,
B-26125,7690.00,1134.00,6556.00,4,1922.50,0.15,Electronics,Electronic Games,COD,10/13/23,Benjamin Higgins,New York,Rochester,2023-10,,,
B-26125,912.00,246.00,666.00,2,456.00,0.27,Furniture,Sofas,EMI,10/13/23,Benjamin Higgins,New York,Rochester,2023-10,,,
B-26489,2791.00,894.00,1897.00,14,199.36,0.32,Electronics,Laptops,COD,10/8/22,Brett Sutton,Texas,Austin,2022-10,,,
B-26489,2791.00,894.00,1897.00,14,199.36,0.32,Electronics,Laptops,COD,10/27/23,Anna Blackburn,Ohio,Cincinnati,2023-10,,,
B-26489,2791.00,894.00,1897.00,14,199.36,0.32,Electronics,Laptops,COD,2/9/21,Michelle Bailey,Texas,Dallas,2021-02,,,
B-26489,6223.00,1478.00,4745.00,3,2074.33,0.24,Furniture,Sofas,Debit Card,10/8/22,Brett Sutton,Texas,Austin,2022-10,,,
B-26489,6223.00,1478.00,4745.00,3,2074.33,0.24,Furniture,Sofas,Debit Card,10/27/23,Anna Blackburn,Ohio,Cincinnati,2023-10,,,
B-26489,6223.00,1478.00,4745.00,3,2074.33,0.24,Furniture,Sofas,Debit Card,2/9/21,Michelle Bailey,Texas,Dallas,2021-02,,,
B-26489,8943.00,3121.00,5822.00,17,526.06,0.35,Furniture,Chairs,Debit Card,10/8/22,Brett Sutton,Texas,Austin,2022-10,,,
B-26489,8943.00,3121.00,5822.00,17,526.06,0.35,Furniture,Chairs,Debit Card,10/27/23,Anna Blackburn,Ohio,Cincinnati,2023-10,,,
B-26489,8943.00,3121.00,5822.00,17,526.06,0.35,Furniture,Chairs,Debit Card,2/9/21,Michelle Bailey,Texas,Dallas,2021-02,,,
B-26489,3297.00,102.00,3195.00,12,274.75,0.03,Electronics,Phones,Credit Card,10/8/22,Brett Sutton,Texas,Austin,2022-10,,,
B-26489,3297.00,102.00,3195.00,12,274.75,0.03,Electronics,Phones,Credit Card,10/27/23,Anna Blackburn,Ohio,Cincinnati,2023-10,,,
B-26489,3297.00,102.00,3195.00,12,274.75,0.03,Electronics,Phones,Credit Card,2/9/21,Michelle Bailey,Texas,Dallas,2021-02,,,
